selection file, result

1

[295, 8.0, 0.0, 1.0, 1.0, 0.0]
[300, 8.0, 0.0, 1.0, 1.0, 1.0]
[320.0, 7.0, 0.0, 1.0, 1.0, 1.0]
[321.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[249.0, 5.0, 1.0, 0.0, 1.0, 0.0]
[289.0, 5.0, 1.0, 0.0, 1.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
[298, 7.0, 0.0, 1.0, 0.0, 1.0]

2

[295, 8.0, 0.0, 1.0, 1.0, 0.0]
[300, 8.0, 0.0, 1.0, 1.0, 1.0]
[315.0, 7.0, 0.0, 1.0, 1.0, 1.0]
[320.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[249.0, 5.0, 1.0, 0.0, 1.0, 0.0]
[289.0, 5.0, 1.0, 0.0, 1.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
[298, 7.0, 0.0, 1.0, 0.0, 1.0]

3

[295, 8.0, 0.0, 1.0, 1.0, 0.0]
[300, 8.0, 0.0, 1.0, 1.0, 1.0]
[315.0, 7.0, 0.0, 1.0, 1.0, 1.0]
[320.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[249.0, 5.0, 1.0, 0.0, 1.0, 0.0]
[289.0, 5.0, 1.0, 0.0, 1.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
[298, 7.0, 0.0, 1.0, 0.0, 1.0]

4

[295, 8.0, 0.0, 1.0, 1.0, 0.0]
[304, 7.0, 0.0, 1.0, 1.0, 1.0]
[300, 8.0, 0.0, 1.0, 1.0, 1.0]
[315.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[249.0, 5.0, 1.0, 0.0, 1.0, 0.0]
[289.0, 5.0, 1.0, 0.0, 1.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
[298, 5.0, 0.0, 1.0, 0.0, 1.0]

5

[295, 8.0, 0.0, 1.0, 1.0, 0.0]
[304, 7.0, 0.0, 1.0, 1.0, 1.0]
[300, 8.0, 0.0, 1.0, 1.0, 1.0]
[315.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[249.0, 5.0, 1.0, 0.0, 1.0, 0.0]
[289.0, 5.0, 1.0, 0.0, 1.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
[298, 5.0, 0.0, 1.0, 0.0, 1.0]

6

[298, 7.0, 0.0, 1.0, 1.0, 0.0]
[300, 7.0, 0.0, 1.0, 1.0, 1.0]
[309.0, 5.0, 0.0, 1.0, 1.0, 1.0]
[167.0, 5.0, 0.0, 0.0, 1.0, 0.0]
[327.0, 5.0, 1.0, 1.0, 1.0, 0.0]
[298.0, 5.0, 0.0, 1.0, 0.0, 1.0]
[180.0, 4.0, 0.0, 0.0, 1.0, 0.0]
