selection file, running time ps, running time lt

Q3Crelax1,288.25,272.27,15.99
Q3Crelax1,0.00,0.00,0.00


=================================== provenance search ===================================
[19950317, 19950317.0, 0.0, 0.0, 0.0, 1.0]
[19950317, 19950317.0, 0.0, 0.0, 1.0, 0.0]
[19950317, 19950317.0, 0.0, 1.0, 0.0, 0.0]
[19950317, 19950317.0, 1.0, 0.0, 0.0, 0.0]
[19950319, 19950315.0, 0.0, 0.0, 0.0, 0.0]
[19950318, 19950314.0, 0.0, 0.0, 0.0, 0.0]
[19950317, 19950313.0, 0.0, 0.0, 0.0, 0.0]
[19950321.0, 19950317.0, 0.0, 0.0, 0.0, 0.0]
[19950320.0, 19950316.0, 0.0, 0.0, 0.0, 0.0]


=================================== baseline ===================================

