selection file, running time ps, running time lt

Q12Ccontract1,286.22,273.07,13.15,258

PVT size: [1789, 1088, 2, 1]
=================================== provenance search ===================================
[19940101, 19950101.0, 1.0, 0.0]
[19940101, 19950101.0, 0.0, 1.0]
[19940111, 19941222.0, 1.0, 1.0]
[19940110, 19941221.0, 1.0, 1.0]
[19940109, 19941220.0, 1.0, 1.0]
[19940108, 19941219.0, 1.0, 1.0]
[19940107, 19941218.0, 1.0, 1.0]
[19940106, 19941217.0, 1.0, 1.0]
[19940105, 19941216.0, 1.0, 1.0]
[19940104, 19941215.0, 1.0, 1.0]
[19940103, 19941214.0, 1.0, 1.0]
[19940102, 19941213.0, 1.0, 1.0]
[19940101, 19941212.0, 1.0, 1.0]
[19940113.0, 19941224.0, 1.0, 1.0]
[19940114.0, 19941225.0, 1.0, 1.0]
[19940115.0, 19941226.0, 1.0, 1.0]
[19940116.0, 19941227.0, 1.0, 1.0]
[19940117.0, 19941228.0, 1.0, 1.0]
[19940118.0, 19941229.0, 1.0, 1.0]
[19940119.0, 19941230.0, 1.0, 1.0]
[19940121.0, 19950101.0, 1.0, 1.0]
[19940112.0, 19941223.0, 1.0, 1.0]
