selection file, running time ps, running time lt

Q4Crefine2,3.50,2.65,0.85,1055
Q4Crefine2,13072.81,2.42,13070.38,29090414


=================================== provenance search ===================================
[60.0, 21.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[55.0, 22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
[60.0, 22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]


=================================== baseline ===================================
[55.0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 21.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[60, 22, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
[60, 22, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[60, 22, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[60, 22, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 22, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
