selection file, result

2

[1, 0, 0, 0, 0, 0, 1, 19940715, 19950730]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950728]
[1, 0, 0, 0, 0, 1, 1.0, 19940713, 19950316]
[1, 0, 0, 0, 1, 0.0, 1.0, 19940713, 19950317]
[1, 0, 0, 1, 0.0, 0.0, 1.0, 19940713, 19950315]
[1, 0, 1, 0.0, 0.0, 0.0, 1.0, 19940713, 19950317]
[1, 1, 0.0, 0.0, 0.0, 0.0, 1.0, 19940713, 19950317]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 19940713, 19950728]
[1, 1, 1.0, 0.0, 0.0, 0.0, 1.0, 19940713, 19950110]
[1, 0, 1, 1.0, 0.0, 0.0, 1.0, 19940713, 19950109]
[1, 1, 0.0, 1.0, 0.0, 0.0, 1.0, 19940713, 19950314]
[1, 0, 0, 1, 1.0, 0.0, 1.0, 19940713, 19950110]
[1, 0, 1, 0.0, 1.0, 0.0, 1.0, 19940713, 19950316]
[1, 1, 0.0, 0.0, 1.0, 0.0, 1.0, 19940713, 19950316]
[1, 0, 0, 0, 1, 1.0, 1.0, 19940713, 19950111]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950120]

3

[1, 0, 0, 0, 0, 0, 1, 19940707, 19950721]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950719]
[1, 0, 0, 0, 0, 1, 1.0, 19940706, 19950310]
[1, 0, 0, 0, 1, 0.0, 1.0, 19940706, 19950311]
[1, 0, 0, 1, 0.0, 0.0, 1.0, 19940706, 19950309]
[1, 0, 1, 0.0, 0.0, 0.0, 1.0, 19940706, 19950310]
[1, 1, 0.0, 0.0, 0.0, 0.0, 1.0, 19940706, 19950311]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 19940706, 19950719]
[1, 1, 1.0, 0.0, 0.0, 0.0, 1.0, 19940706, 19950103]
[1, 0, 1, 1.0, 0.0, 0.0, 1.0, 19940706, 19950102]
[1, 1, 0.0, 1.0, 0.0, 0.0, 1.0, 19940706, 19950308]
[1, 0, 0, 1, 1.0, 0.0, 1.0, 19940706, 19950103]
[1, 0, 0, 0, 1, 1.0, 1.0, 19940706, 19950104]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950120]

4

[1, 0, 0, 0, 0, 0, 1, 19940629, 19950714]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950712]
[1, 0, 0, 0, 0, 1, 1.0, 19940627, 19950302]
[1, 0, 0, 0, 1, 0.0, 1.0, 19940627, 19950303]
[1, 0, 0, 1, 0.0, 0.0, 1.0, 19940627, 19950228]
[1, 0, 1, 0.0, 0.0, 0.0, 1.0, 19940627, 19950302]
[1, 1, 0.0, 0.0, 0.0, 0.0, 1.0, 19940627, 19950303]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 19940627, 19950712]
[1, 1, 1.0, 0.0, 0.0, 0.0, 1.0, 19940627, 19950101]
[1, 0, 1, 1.0, 0.0, 0.0, 1.0, 19940627, 19950101]
[1, 1, 0.0, 1.0, 0.0, 0.0, 1.0, 19940627, 19950226]
[1, 0, 0, 1, 1.0, 0.0, 1.0, 19940627, 19950101]
[1, 0, 0, 0, 1, 1.0, 1.0, 19940627, 19950101]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950120]

5

[1, 0, 0, 0, 0, 0, 1, 19940622, 19950707]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950706]
[1, 0, 0, 0, 0, 1, 1.0, 19940620, 19950224]
[1, 0, 0, 0, 1, 0.0, 1.0, 19940620, 19950223]
[1, 0, 0, 1, 0.0, 0.0, 1.0, 19940620, 19950221]
[1, 0, 1, 0.0, 0.0, 0.0, 1.0, 19940620, 19950223]
[1, 1, 0.0, 0.0, 0.0, 0.0, 1.0, 19940620, 19950224]
[0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 19940620, 19950706]
[1, 1, 1.0, 0.0, 0.0, 0.0, 1.0, 19940620, 19950101]
[1, 0, 1, 1.0, 0.0, 0.0, 1.0, 19940620, 19950101]
[1, 1, 0.0, 1.0, 0.0, 0.0, 1.0, 19940620, 19950219]
[1, 0, 0, 1, 1.0, 0.0, 1.0, 19940620, 19950101]
[1, 0, 1, 0.0, 1.0, 0.0, 1.0, 19940620, 19950222]
[1, 1, 0.0, 0.0, 1.0, 0.0, 1.0, 19940620, 19950222]
[1, 0, 0, 0, 1, 1.0, 1.0, 19940620, 19950101]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950120]

6

[1, 0, 0, 0, 0, 0, 1, 19940614, 19950630]
[1, 0, 0, 0, 0, 0, 0, 19940101, 19950629]
[1, 0, 0, 0, 0, 1, 1.0, 19940612, 19950216]
[1, 0, 0, 0, 1, 0.0, 1.0, 19940612, 19950216]
